ID,F115,F321,F527,F531,F670,F1692,F2082,F2122,F2582,F2678,F2737,F2956,F3043,F3836,F3887,F3889,F3891,F3894,F3924
7181,0.43,0.82,0.97,0.94,0.0,0.0,0.2,0.0,,,0.0,0.0,,869064.46,1,L90D,selfemployed,0.0,0
7182,0.37,0.92,0.81,0.86,0.0,2.0,0.125,0.375,0.52,0.27,0.95,123.0,290.0,477075.92,1,L90D,selfemployed,0.0,0
7183,0.37,1.07,0.72,1.2,0.0,1.0,0.0,0.666666667,,-0.06,0.17,242.0,481.0,6623981.03,167,G365D,selfemployed,52.0,0
7184,0.47,1.11,1.21,1.39,0.0,1.0,0.0,0.333333333,-0.03,-0.08,-0.03,905.0,,118691.26,237,G365D,salaried,40.0,0
7185,0.46,1.22,1.18,1.38,0.0,2.0,0.0,0.00729927,-0.11,-0.07,0.18,67.0,,5936220.43,250,G365D,salaried,60.0,0
7186,0.72,0.94,0.96,1.0,0.0,0.0,0.0,0.0,-0.09,0.03,0.03,78.0,,5926792.32,1,L31D,selfemployed,32.0,0
7187,0.58,1.06,0.95,1.14,0.0,1.0,0.117647059,0.005988024,,0.12,-0.01,36.0,77.0,1211089.06,190,G365D,selfemployed,7.0,0
7188,0.45,0.58,1.01,0.8,0.0,0.0,0.0,0.004098361,,-0.34,0.48,70.0,136.0,89902.44,26,G365D,selfemployed,36.0,0
7189,0.66,1.03,0.97,1.06,0.0,0.0,0.0,0.0,0.0,-0.08,-0.05,36.0,,1896365.14,0,L7D,housewife,86.0,0
7190,0.49,0.66,0.91,0.44,0.0,0.0,0.0,0.0,-0.12,0.0,-0.15,23.0,,561338.2,0,L7D,housewife,53.0,0
7191,0.46,1.12,0.78,1.38,0.0,0.0,0.0,0.0,,,,,1.0,2625271.26,0,L7D,salaried,70.0,0
7192,1.0,0.83,1.1,1.1,0.0,0.0,0.0,0.007092199,0.68,-0.52,-0.76,30.0,,1823000.0,255,G365D,housewife,61.0,0
7193,0.43,1.05,0.89,1.19,0.0,0.0,0.0,0.0,,-0.4,0.23,,,697484.69,148,G365D,student,27.0,0
7194,0.43,0.94,0.97,0.97,0.0,0.0,0.0,0.0,-0.11,-0.34,-0.68,26.0,,1693211.58,130,G365D,selfemployed,44.0,0
7195,1.0,1.93,0.0,1.57,0.0,1.0,0.0,0.002728513,,,0.0,0.0,,89177.97,94,G365D,salaried,30.0,0
7196,0.55,1.19,1.1,1.57,0.0,0.0,0.0,0.0,0.4,-0.5,-0.38,135.0,,-3913101660.0,81,G365D,selfemployed,28.0,0
7197,0.5,1.0,0.0,1.5,0.0,0.0,0.375,0.0,-0.09,-0.13,-0.43,140.0,,-7594597670.0,74,G365D,selfemployed,36.0,0
7198,0.47,1.45,0.75,1.56,0.0,0.0,0.0,0.0,-0.14,-0.54,-0.29,35.0,125.0,-4032036168.0,43,G365D,selfemployed,4.0,0
7199,0.48,0.82,0.78,0.87,0.0,0.0,0.0,0.0,1.06,-0.48,-0.56,15.0,,-170695664.4,2,L90D,salaried,31.0,0
7200,0.57,1.22,1.16,1.95,0.0,0.0,0.0,0.0,0.09,-0.52,-0.21,129.0,,-740756062.0,375,G365D,salaried,53.0,0
7201,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,-0.26,-0.21,4.0,,-1221687361.0,108,G365D,selfemployed,10.0,0
7202,0.5,1.06,1.25,2.96,0.0,0.0,0.0,0.0,-0.07,-0.41,-0.16,277.0,,-1179301929.0,219,G365D,selfemployed,50.0,0
7203,0.53,1.13,0.97,1.8,0.0,0.0,0.0,0.0,0.04,-0.53,-0.26,221.0,,-1167685699.0,26,G365D,selfemployed,15.0,0
7204,0.58,1.22,1.01,0.92,0.0,0.0,0.0,0.0,-0.01,-0.39,-0.16,293.0,571.0,2551231.29,25,G365D,selfemployed,15.0,0
7205,0.27,1.8,2.44,4.34,0.0,0.0,0.0,0.0,,0.06,-0.03,430.0,920.0,401811.21,25,G365D,salaried,39.0,0
7206,0.44,1.0,0.97,0.94,0.0,0.0,0.0,0.0,2.5,-0.01,-0.04,741.0,,6687371.69,11,L365D,salaried,20.0,0
7207,0.43,1.7,1.04,2.81,0.0,0.0,0.0,0.04,-0.2,,-0.04,4.0,,9752543.62,1509,G365D,housewife,65.0,0
7208,0.54,1.13,1.2,1.12,0.0,0.0,0.0,0.0,,,0.05,23.0,,1188849.01,53,G365D,selfemployed,4.0,0
7209,1.0,1.0,1.4,1.4,0.0,0.0,0.0,0.0,,,0.39,,,4002082.63,123,G365D,student,32.0,0
7210,0.57,0.9,0.97,1.09,0.0,0.0,0.0,0.0,,4.32,-0.89,11.0,69.0,1821082.66,132,G365D,student,30.0,0
7211,0.46,0.87,1.13,0.85,0.0,0.0,0.0,0.0,,0.0,0.31,113.0,291.0,97226.76,207,G365D,selfemployed,17.0,0
7212,0.45,1.77,0.82,1.71,0.0,0.0,0.0,0.0,-0.15,-0.1,-0.19,197.0,491.0,6176.91,207,G365D,salaried,43.0,0
7213,0.47,1.07,1.07,1.28,0.0,1.0,0.02994012,0.00297619,,-0.44,-0.56,69.0,123.0,256716.42,207,G365D,salaried,43.0,0
7214,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,,,0.0,,2.0,55501231.65,7,L365D,selfemployed,16.0,0
7215,0.59,0.99,1.07,0.71,0.0,0.0,0.25,0.0,,7.99,0.41,5.0,10.0,3970.9,162,G365D,salaried,36.0,0
7216,0.51,0.94,1.5,0.58,0.0,0.0,0.0,0.0,,-0.09,-0.22,38.0,,-26558000.0,159,G365D,selfemployed,36.0,0
7217,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,-0.39,,,117566.38,191,G365D,agriculture,50.0,0
7218,0.65,1.81,1.58,1.56,0.0,0.0,0.1875,0.003355705,-0.19,-0.35,0.09,41.0,64.0,46914.0,171,G365D,student,27.0,0
7219,0.42,1.93,0.57,1.83,0.0,0.0,0.0,0.001557632,0.46,-0.33,-0.71,95.0,,-252243389.7,169,G365D,selfemployed,43.0,0
7220,0.57,1.08,0.95,1.11,1.0,0.0,0.0,0.279569892,,-0.26,-0.35,92.0,198.0,-3310701929.0,14,G365D,selfemployed,1.0,0
7221,0.43,1.28,1.06,1.35,0.0,2.0,0.0,0.006224066,,6.83,-0.22,13.0,,503257.46,0,L7D,selfemployed,29.0,0
7222,0.52,0.91,1.01,0.9,1.0,0.0,0.0,0.0,-0.43,-0.6,-0.56,20.0,,1795608.33,192,G365D,selfemployed,43.0,0
7223,0.49,0.79,1.0,0.84,0.0,0.0,0.0,0.0,0.09,-0.3,0.33,123.0,,14214523.69,176,G365D,selfemployed,45.0,0
7224,1.0,1.0,,1.25,0.0,0.0,0.0,0.0,0.24,1.82,0.61,125.0,,7623146.4,94,G365D,selfemployed,20.0,0
7225,0.78,1.04,1.13,1.26,0.0,0.0,0.0,0.0,,,0.0,0.0,,2147674.46,175,G365D,selfemployed,45.0,0
7226,0.58,0.82,0.87,0.97,0.0,0.0,0.0,0.0,-0.21,0.33,0.0,163.0,,438826.26,264,G365D,housewife,48.0,0
7227,0.58,1.57,1.29,1.68,0.0,1.0,0.028169014,0.00729927,0.98,-0.52,-0.58,90.0,,4351.0,96,G365D,selfemployed,34.0,0
7228,0.48,2.07,0.92,3.49,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,16664774.81,86,G365D,selfemployed,7.0,0
7229,0.44,1.33,1.57,0.61,0.0,0.0,0.0,0.0,0.37,-0.49,0.03,105.0,,9547382.64,84,G365D,housewife,30.0,0
7230,0.56,1.3,0.9,2.09,0.0,0.0,0.0,0.0,,-0.12,-0.54,23.0,,14979656.64,16,G365D,selfemployed,28.0,0
7231,0.38,1.14,0.52,2.41,0.0,0.0,0.0,0.0,-0.13,,-0.21,98.0,,-2968873.49,182,G365D,salaried,31.0,0
7232,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.83,8.0,,1753910.59,134,G365D,selfemployed,25.0,0
7233,0.67,1.0,,0.63,0.0,2.0,0.0,0.035714286,,,-0.39,2.0,,7191417.66,82,G365D,salaried,67.0,0
7234,0.68,2.16,1.14,3.13,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,1327726.82,390,G365D,retired,80.0,0
7235,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.69,-0.34,-0.55,38.0,,8180241.29,161,G365D,salaried,27.0,0
7236,1.0,1.0,,1.0,0.0,1.0,0.0,0.125,,0.11,0.09,63.0,,-81013180.75,30,G365D,others,39.0,0
7237,0.51,1.46,0.74,1.31,1.0,1.0,0.0,0.142857143,-0.13,-0.55,-0.48,70.0,,8681509.43,0,L14D,selfemployed,65.0,0
7238,0.5,1.09,1.07,1.74,0.0,0.0,0.0,0.0,,-0.38,0.74,79.0,144.0,-307987979.5,225,G365D,selfemployed,19.0,0
7239,0.28,0.76,1.29,1.01,0.0,0.0,0.0,0.0,-0.16,,-0.39,95.0,,120215.87,109,G365D,agriculture,49.0,0
7240,0.43,1.18,1.0,1.55,0.0,0.0,0.0,0.0,-0.63,-0.41,-0.77,40.0,,1100000.0,4,L180D,selfemployed,8.0,0
7241,0.45,1.15,0.87,0.6,0.0,1.0,0.0,0.041928721,-0.04,,-0.32,15.0,,579869.79,5,L180D,selfemployed,8.0,0
7242,0.55,0.67,1.25,1.23,0.0,0.0,0.0,0.0,,0.04,0.13,17.0,,13120933.64,4,L180D,selfemployed,8.0,0
7243,,1.0,,,0.0,0.0,0.0,0.0,0.33,0.07,-0.33,217.0,,251238.3,0,L7D,salaried,36.0,0
7244,0.49,1.0,1.09,1.08,0.0,0.0,0.0,0.0,,,,,0.0,-286790074.0,222,G365D,selfemployed,52.0,0
7245,0.46,0.91,1.11,0.99,0.0,2.0,0.0,0.007600434,,0.0,0.0,,,371421.34,74,G365D,selfemployed,35.0,0
7246,0.39,1.12,0.9,1.54,0.0,1.0,0.05,0.01369863,-0.09,,0.27,10.0,,2704753.58,1,L31D,salaried,11.0,0
7247,0.48,1.07,1.0,1.06,0.0,0.0,0.001996008,0.010954617,-0.37,0.1,0.19,59.0,164.0,227762.28,161,G365D,student,32.0,0
7248,0.83,0.89,1.5,0.3,0.0,0.0,0.096618357,0.0,0.01,-0.15,-0.45,53.0,144.0,221051.58,157,G365D,salaried,41.0,0
7249,0.98,1.03,1.02,1.04,0.0,1.0,0.0,0.010273973,-0.13,,-0.39,17.0,,1964252.21,124,G365D,salaried,37.0,0
7250,0.39,1.07,1.01,0.93,0.0,0.0,0.0,0.003838772,,-0.2,-0.15,27.0,,43679.42,103,G365D,salaried,48.0,0
7251,0.54,1.0,0.77,1.04,0.0,0.0,0.0,0.0,,1626943.59,1.51,30.0,,6365301.91,26,G365D,salaried,50.0,0
7252,0.91,1.2,0.0,1.24,0.0,0.0,0.0,0.0,,,0.0,,1.0,383733.78,1,L31D,selfemployed,41.0,0
7253,0.46,1.19,1.07,1.57,0.0,0.0,0.0,0.0,,,0.0,,3.0,7899.07,159,G365D,student,29.0,0
7254,0.54,1.36,1.19,1.29,0.0,0.0,0.0,0.030769231,0.03,-0.25,-0.35,35.0,,2369752.5,97,G365D,selfemployed,45.0,0
7255,0.66,1.4,0.96,1.86,0.0,0.0,0.0,0.0,0.9,-0.29,-0.57,93.0,,-736625.15,61,G365D,student,23.0,0
7256,0.64,1.71,1.55,2.55,0.0,0.0,0.0,0.0,0.86,-0.16,-0.08,62.0,,4424282.08,126,G365D,selfemployed,50.0,0
7257,0.67,0.67,1.48,1.4,0.0,0.0,0.0,0.0,-0.08,,-0.24,25.0,,39639574.92,26,G365D,selfemployed,5.0,0
7258,0.6,1.63,1.17,2.65,0.0,1.0,0.086956522,0.011627907,,,-0.24,,,36990.11,266,G365D,salaried,49.0,0
7259,0.44,1.42,1.1,1.37,0.0,0.0,0.0,0.0,0.0,-0.12,-0.13,968.0,,-257922327.2,385,G365D,retired,69.0,0
7260,0.36,1.23,0.98,0.7,0.0,0.0,0.0,0.0,,-0.11,7.67,37.0,,915956.11,199,G365D,selfemployed,36.0,0
7261,0.37,1.31,1.21,1.13,0.0,0.0,0.0,0.0,-0.27,-0.2,-0.17,58.0,,-695348766.2,185,G365D,selfemployed,35.0,0
7262,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.44,-0.35,-0.39,79.0,,-206846762.6,170,G365D,selfemployed,60.0,0
7263,0.76,0.51,0.69,1.54,0.0,0.0,0.0,0.0,,-0.42,0.87,17.0,,109320.43,169,G365D,selfemployed,60.0,0
7264,0.49,1.14,0.73,0.93,0.0,1.0,0.0,0.028571429,,-0.36,0.68,6.0,,2223242.75,39,G365D,selfemployed,21.0,0
7265,0.45,1.79,2.04,3.64,0.0,0.0,0.0,0.031746032,-0.06,0.72,0.15,239.0,,80254.45,3,L90D,others,27.0,0
7266,0.74,1.32,0.0,1.23,0.0,0.0,0.0,0.0,-0.43,,0.06,21.0,,-26863005.2,3,L180D,others,27.0,0
7267,0.58,0.63,1.0,0.68,0.0,0.0,0.0,0.0,,,0.0,,1.0,2126684.6,106,G365D,selfemployed,42.0,0
7268,1.0,1.0,1.67,,0.0,0.0,0.0,0.0,-0.2,2037.9,0.79,9.0,,4969159.56,15,G365D,selfemployed,9.0,0
7269,0.5,1.01,1.05,1.3,0.0,0.0,0.5125,0.013793103,-0.15,0.74,0.24,46.0,,4500.0,2,L90D,selfemployed,40.0,0
7270,0.66,1.54,0.85,1.86,0.0,0.0,0.0,0.0,,0.0,0.0,,,7836049.6,122,G365D,selfemployed,26.0,0
7271,0.54,1.29,1.5,1.7,0.0,0.0,0.0,0.0,0.34,-0.15,-0.19,28.0,33.0,-1740911.24,9,L365D,salaried,23.0,0
7272,0.6,2.57,0.85,4.37,0.0,0.0,0.0,0.0,,0.05,0.07,113.0,258.0,762124.02,0,L7D,selfemployed,58.0,0
7273,0.41,0.89,0.45,0.81,0.0,0.0,0.0,0.017123288,,,-0.03,82.0,,2084062.25,178,G365D,salaried,37.0,0
7274,0.37,1.16,0.35,1.12,0.0,0.0,0.039215686,0.00990099,-0.55,-0.4,-0.52,117.0,,67238.29,170,G365D,selfemployed,34.0,0
7275,0.48,1.14,1.01,1.6,0.0,0.0,0.0,0.0,,-0.02,-0.17,33.0,70.0,185389.09,143,G365D,housewife,40.0,0
7276,0.5,1.49,1.05,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,24793042.71,102,G365D,selfemployed,27.0,0
7277,0.85,0.97,0.65,1.15,0.0,0.0,0.0,0.0,-0.07,0.03,-0.15,86.0,,29220.24,49,G365D,salaried,64.0,0
7278,0.49,0.69,0.89,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,,17467.88,185,G365D,salaried,40.0,0
7279,0.48,0.99,0.54,1.62,0.0,0.0,0.0,0.0,0.14,,-0.56,55.0,,960776.29,346,G365D,salaried,57.0,0
7280,0.27,0.95,1.28,0.96,0.0,0.0,0.0,0.0,,,-0.33,,2.0,1987822.16,99,G365D,salaried,33.0,0
7281,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,,-0.65,,49.0,330067.23,20,G365D,student,21.0,0
7282,0.49,1.25,1.03,1.36,0.0,0.0,0.0,0.0,,-0.62,-0.14,4.0,,253176.96,0,L7D,salaried,41.0,0
7283,0.41,1.08,1.18,0.84,0.0,5.0,0.021276596,0.078313253,,-0.1,-0.18,63.0,,727395999.8,188,G365D,housewife,39.0,0
7284,0.74,1.11,0.97,1.3,0.0,0.0,0.0,0.0,,,-0.92,,,4129087.1,99,G365D,selfemployed,30.0,0
7285,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,-0.22,-0.4,-0.6,42.0,,1748845.34,88,G365D,selfemployed,44.0,0
7286,0.66,0.85,1.08,1.1,0.0,0.0,0.2,0.2,0.0,-0.22,-0.29,128.0,200.0,139899.44,20,G365D,salaried,33.0,0
7287,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.65,0.15,0.09,39.0,,848900.21,13,G365D,selfemployed,30.0,0
7288,0.73,1.04,0.5,1.29,0.0,1.0,0.0,0.5,-0.2,,-0.37,124.0,,40316.86,0,L7D,retired,72.0,0
7289,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.08,-0.38,-0.43,100.0,,1994049.04,177,G365D,selfemployed,62.0,0
7290,,1.0,,,0.0,0.0,0.0,0.0,-0.1,0.22,0.27,185.0,372.0,24058714.32,499,G365D,salaried,68.0,0
7291,0.43,1.53,2.8,1.35,1.0,0.0,0.0,0.0,-0.02,,0.4,82.0,146.0,1897728.69,85,G365D,student,29.0,0
7292,0.45,1.06,0.66,1.43,0.0,0.0,0.034482759,0.0,0.17,-0.51,-0.48,47.0,,8344.26,39,G365D,selfemployed,3.0,0
7293,0.64,0.8,1.11,0.84,0.0,0.0,0.0,0.0,-0.38,-0.52,-0.5,23.0,,746016.46,183,G365D,housewife,71.0,0
7294,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.43,,-0.54,35.0,158.0,213693.4,0,L7D,housewife,31.0,0
7295,,1.0,,,0.0,0.0,0.0,0.0,1.27,-0.53,-0.11,50.0,,4873556.45,0,L31D,selfemployed,46.0,0
7296,0.57,1.13,0.71,0.72,0.0,2.0,0.0,0.133333333,-0.04,-0.07,-0.41,105.0,,114746.5,238,G365D,selfemployed,45.0,0
7297,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.06,-0.24,-0.08,159.0,,1192270.59,73,G365D,salaried,32.0,0
7298,0.43,1.45,1.06,2.12,0.0,3.0,0.0,0.363636364,,0.0,0.0,4.0,4.0,-7765920.51,34,G365D,selfemployed,7.0,0
7299,0.53,1.19,0.94,1.3,0.0,0.0,0.0,0.0,,-0.09,1.1,15.0,20.0,713230.5,121,G365D,salaried,31.0,0
7300,0.31,0.96,2.5,0.8,0.0,0.0,0.0,0.0,-0.09,-0.02,-0.28,83.0,,37901.14,235,G365D,selfemployed,51.0,0
7301,0.14,0.49,0.36,2.67,0.0,0.0,0.0,0.0,,0.94,-0.34,6.0,10.0,4815515.44,99,G365D,salaried,61.0,0
7302,0.45,1.84,1.17,3.21,0.0,0.0,0.0,0.0,-0.3,-0.04,0.01,90.0,,345756.7,78,G365D,selfemployed,17.0,0
7303,0.48,1.49,1.06,1.58,0.0,0.0,0.0,0.0,,,-0.5,3.0,3.0,-2463898.96,12,G365D,selfemployed,11.0,0
7304,0.5,0.89,1.06,0.72,0.0,0.0,0.0,0.0,-0.07,,-0.47,41.0,,1951657.74,15,G365D,selfemployed,11.0,0
7305,0.57,0.92,0.93,0.87,1.0,0.0,0.0,0.0,-0.02,-0.3,-0.49,164.0,,3216799.14,12,L365D,selfemployed,11.0,0
7306,0.52,1.58,0.76,1.79,0.0,0.0,0.0,0.009950249,-0.39,0.0,0.07,361.0,,1200000.0,7,L365D,selfemployed,43.0,0
7307,0.38,0.96,0.78,0.75,0.0,0.0,0.0,0.0,-0.51,-0.07,0.21,154.0,,1000000.0,151,G365D,selfemployed,89.0,0
7308,0.37,1.39,0.81,2.65,0.0,0.0,0.0,0.002949853,-0.01,0.11,-0.45,81.0,167.0,2216109.35,88,G365D,salaried,46.0,0
7309,0.23,1.46,1.22,1.9,1.0,0.0,0.022222222,0.0,-0.06,,-0.4,46.0,,160375.93,132,G365D,salaried,33.0,0
7310,0.47,0.55,0.27,2.72,0.0,0.0,0.0,0.0,,,-0.53,6.0,,763891.0,39,G365D,selfemployed,46.0,0
7311,0.58,1.43,1.2,1.53,1.0,0.0,0.0,0.0,,-0.2,-0.42,13.0,17.0,598709.31,32,G365D,salaried,23.0,0
7312,0.8,1.1,0.89,0.84,1.0,0.0,0.0,0.0,-0.17,-0.13,-0.26,28.0,45.0,5750995.01,367,G365D,selfemployed,31.0,0
7313,0.47,0.67,1.18,3.17,0.0,0.0,0.0,0.0,0.75,-0.41,-0.38,63.0,,5687972.35,144,G365D,salaried,37.0,0
7314,0.33,0.23,0.0,1.3,0.0,0.0,0.0,0.0,,0.0,-0.54,6.0,,16266370.0,117,G365D,salaried,37.0,0
7315,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.006289308,-0.04,-0.29,-0.39,60.0,105.0,571457127.5,223,G365D,housewife,48.0,0
7316,0.57,1.23,0.85,1.15,0.0,0.0,0.0,0.0,2.6,,-0.63,19.0,50.0,2086765.31,89,G365D,salaried,55.0,0
7317,0.71,0.43,0.97,0.26,0.0,0.0,0.0,0.0,-0.28,0.04,0.04,139.0,259.0,600110.62,444,G365D,salaried,39.0,0
7318,0.53,1.07,1.25,1.49,0.0,0.0,0.0,0.0,,,0.0,0.0,,32619.68,418,G365D,salaried,60.0,0
7319,1.0,1.0,1.0,,0.0,0.0,0.076923077,0.0625,0.18,-0.22,0.14,77.0,,-209393210.0,171,G365D,selfemployed,47.0,0
7320,0.63,1.06,1.18,0.9,0.0,2.0,0.25,0.095238095,,,0.0,,2.0,899717.84,228,G365D,agriculture,52.0,0
7321,0.61,1.88,0.77,1.95,0.0,0.0,0.0,0.0,-0.13,-0.08,-0.28,161.0,346.0,10426.36,89,G365D,housewife,35.0,0
7322,0.5,1.17,1.0,2.95,0.0,0.0,0.0,0.0,-0.05,-0.07,0.02,161.0,355.0,6640073.69,325,G365D,selfemployed,63.0,0
7323,0.58,0.94,0.6,1.58,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,-1162087825.0,150,G365D,salaried,49.0,0
7324,0.5,1.61,1.19,2.1,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,-10261622.73,234,G365D,selfemployed,62.0,0
7325,0.48,0.83,0.37,0.86,0.0,0.0,0.0,0.0,,,-0.11,,8.0,1000.0,232,G365D,selfemployed,62.0,0
7326,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.15,-0.86,-0.77,12.0,,180000.0,232,G365D,selfemployed,62.0,0
7327,1.0,1.8,0.0,1.8,0.0,0.0,0.0,0.0,,-0.48,-0.41,14.0,,2710.0,225,G365D,selfemployed,79.0,0
7328,0.25,1.0,0.0,2.39,0.0,0.0,0.0,0.0,-0.23,-0.27,-0.45,18.0,,434953.15,225,G365D,selfemployed,79.0,0
7329,0.0,,0.0,,0.0,1.0,0.0,0.086956522,0.04,-0.16,-0.1,1214.0,2076.0,1057984.98,56,G365D,agriculture,47.0,0
7330,0.33,1.0,1.5,2.94,0.0,0.0,0.0,0.0,-0.09,0.17,-0.08,268.0,532.0,237264.39,29,G365D,selfemployed,4.0,0
7331,0.55,1.44,0.66,0.71,0.0,0.0,0.0,0.0,-0.03,,-0.14,150.0,411.0,-77246414.54,131,G365D,salaried,29.0,0
7332,0.58,1.09,0.86,1.66,0.0,0.0,0.0,0.01242236,,,-0.18,,20.0,998561.84,71,G365D,salaried,35.0,0
7333,1.0,1.49,,1.5,0.0,0.0,0.0,0.0,,,0.0,,,778805.29,258,G365D,selfemployed,49.0,0
7334,0.64,1.11,0.55,1.36,0.0,0.0,0.5,0.0,-0.07,-0.4,-0.36,66.0,151.0,-1081466.5,174,G365D,salaried,50.0,0
7335,0.73,1.72,0.69,2.34,0.0,0.0,0.0,0.0,,,418.91,8.0,,1149030.51,133,G365D,selfemployed,16.0,0
7336,0.55,1.25,1.05,1.54,0.0,0.0,0.0,0.0,0.98,-0.27,-0.05,224.0,,18847.23,615,G365D,salaried,53.0,0
7337,0.58,1.29,1.51,1.05,0.0,0.0,0.0,0.0,-0.12,0.12,0.01,203.0,,83102.0,614,G365D,salaried,53.0,0
7338,0.49,1.24,0.44,1.34,0.0,0.0,0.0,0.0,-0.21,-0.16,-0.49,129.0,273.0,-6895749733.0,43,G365D,housewife,62.0,0
7339,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,-6406823372.0,15,G365D,selfemployed,86.0,0
7340,0.52,0.74,0.86,0.82,0.0,1.0,0.0,0.018867925,,-0.4,-0.73,79.0,,13304432.65,11,L365D,housewife,25.0,0
7341,,1.0,,,0.0,1.0,0.0,0.333333333,-0.09,-0.33,-0.49,121.0,,135729323.8,9,L365D,housewife,25.0,0
7342,0.52,0.98,0.99,0.78,0.0,0.0,0.0,0.0,,-0.18,-0.27,142.0,228.0,-201768340.4,199,G365D,selfemployed,47.0,0
7343,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.28,0.0,78.0,183.0,-592970658.6,201,G365D,selfemployed,47.0,0
7344,0.59,0.56,1.17,0.01,0.0,0.0,0.0,0.023255814,0.09,,-0.62,63.0,,1608804.08,195,G365D,salaried,41.0,0
7345,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.053370787,-0.41,0.86,0.38,73.0,,2304526.79,140,G365D,selfemployed,31.0,0
7346,0.58,1.32,0.86,1.83,0.0,1.0,0.0,0.5,0.41,-0.47,-0.55,70.0,156.0,1538709.02,224,G365D,selfemployed,60.0,0
7347,0.49,0.99,1.23,0.91,0.0,0.0,0.0,0.0,-0.45,-0.47,-0.7,101.0,,5273810.0,222,G365D,selfemployed,61.0,0
7348,0.47,0.81,,0.19,1.0,0.0,0.066666667,0.0,,-0.69,-0.76,26.0,,-118861453.5,106,G365D,selfemployed,53.0,0
7349,0.11,1.0,0.0,2.65,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,6.0,2860.0,98,G365D,housewife,48.0,0
7350,0.4,0.81,0.99,1.67,1.0,0.0,0.0,0.031776601,0.33,-0.38,-0.57,47.0,77.0,2889384.5,97,G365D,selfemployed,8.0,0
7351,0.43,1.01,1.03,1.16,0.0,0.0,0.0,0.002331002,-0.4,-0.58,-0.16,41.0,100.0,1875237.0,241,G365D,salaried,22.0,0
7352,0.61,0.96,0.69,1.21,0.0,0.0,0.0,0.0,-0.13,-0.3,-0.37,91.0,,1424081.33,62,G365D,retired,68.0,0
7353,0.43,0.9,0.99,1.2,0.0,1.0,0.0,0.002427184,0.19,-0.21,-0.51,53.0,,176885.61,37,G365D,selfemployed,4.0,0
7354,0.35,1.66,0.75,3.03,0.0,0.0,0.303030303,0.0,0.03,-0.22,-0.44,125.0,,53985.17,27,G365D,selfemployed,2.0,0
7355,0.41,0.95,0.9,1.08,0.0,0.0,0.0,0.0,-0.5,-0.47,-0.23,13.0,,63354.19,13,G365D,selfemployed,25.0,0
7356,0.43,1.15,1.09,1.22,0.0,0.0,0.0,0.0,-0.03,0.11,0.09,102.0,212.0,-779614309.0,14,G365D,selfemployed,25.0,0
7357,0.42,1.42,1.04,2.22,0.0,0.0,0.0,0.0,,0.05,0.04,564.0,,2709346.01,12,G365D,agriculture,22.0,0
7358,0.48,0.97,1.02,0.77,0.0,0.0,0.0,0.0,,0.14,0.15,508.0,,14069050.97,10,L365D,selfemployed,13.0,0
7359,0.32,1.38,0.8,1.92,0.0,0.0,0.0,0.0,,-0.01,-0.69,219.0,,791361.5,0,L7D,housewife,37.0,0
7360,0.49,1.35,1.19,1.72,0.0,0.0,0.0,0.0,-0.22,-0.16,-0.11,502.0,,188253997.7,2,L90D,selfemployed,7.0,0
7361,0.6,0.89,0.98,0.8,0.0,0.0,0.0,0.0,0.81,0.18,0.02,479.0,,8895.25,0,L7D,housewife,76.0,0
7362,0.42,0.79,0.21,1.1,0.0,0.0,0.0,0.0,0.03,-0.1,0.12,350.0,,21367.21,0,L7D,agriculture,37.0,0
7363,0.5,1.0,0.0,2.89,0.0,0.0,0.0,0.003649635,0.97,0.26,0.18,475.0,,851118.26,161,G365D,selfemployed,46.0,0
7364,0.51,2.06,1.15,0.81,0.0,1.0,0.003021148,0.002751032,,-0.04,-0.34,370.0,,187671.0,117,G365D,salaried,42.0,0
7365,0.51,1.21,1.17,1.86,0.0,0.0,0.0,0.0,0.0,52293.07,0.1,106.0,,87693.8,222,G365D,student,39.0,0
